age, Job_Category,Level,Nb_Years_School,Ed,marital-status,occupation,sex,gains,losses,hours-per-week,Orig_Country,Output_Class
43, Private, HS-grad,13,9, Married-civ-spouse, Transport-moving, Male,0,0,30, Dominican-Republic, Low
34, Self-emp-inc, Bachelors,17,13, Divorced, Farming-fishing, Male,0,0,60, USA, Low
27, Local-gov, Bachelors,17,13, Divorced, Prof-specialty, Female,0,0,40, USA, Low
25, Private, HS-grad,13,9, Never-married, Machine-op-inspct, Female,2176,0,40, USA, Low
37, Private, Few Years College,14,10, Never-married, Exec-managerial, Female,0,0,40, USA, Low
48, Private, Few Years College,14,10, Divorced, Sales, Male,0,0,45, USA, Low
38, Private, HS-grad,13,9, Married-civ-spouse, Other-service, Male,0,0,45, USA, Low
17, Private, 10th,10,6, Never-married, Craft-repair, Male,594,0,30, USA, Low
70, Private, Assoc-voc,15,11, Married-civ-spouse, Machine-op-inspct, Male,9386,0,50, USA, High
37, Private, HS-grad,13,9, Divorced, Adm-clerical, Female,0,0,37, USA, Low
45, Private, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,0,0,46, USA, Low
56, Private, HS-grad,13,9, Married-civ-spouse, Sales, Male,0,0,55, USA, High
64, Private, HS-grad,13,9, Married-civ-spouse, Machine-op-inspct, Male,0,0,40, USA, Low
35, Local-gov, Few Years College,14,10, Divorced, Adm-clerical, Female,0,0,38, USA, Low
23, Private, HS-grad,13,9, Never-married, Sales, Male,0,0,40, USA, Low
42, Local-gov, HS-grad,13,9, Married-civ-spouse, Protective-serv, Male,0,0,90, USA, Low
23, Private, Few Years College,14,10, Never-married, Handlers-cleaners, Male,0,0,30, USA, Low
26, ?, Few Years College,14,10, Never-married, ?, Male,0,0,12, USA, Low
56, Local-gov, HS-grad,13,9, Married-civ-spouse, Transport-moving, Male,0,0,40, USA, High
41, Private, Bachelors,17,13, Married-civ-spouse, Prof-specialty, Male,0,1887,40, USA, High
47, Self-emp-not-inc, 5th-6th,7,3, Married-civ-spouse, Sales, Male,0,2179,50, Mexico, Low
21, Private, Few Years College,14,10, Never-married, Handlers-cleaners, Male,0,0,40, USA, Low
29, Private, HS-grad,13,9, Never-married, Craft-repair, Male,0,0,40, USA, Low
32, State-gov, Few Years College,14,10, Married-spouse-absent, Farming-fishing, Male,0,0,50, USA, Low
72, Private, 9th,9,5, Widowed, Other-service, Female,0,0,20, USA, Low
69, Self-emp-not-inc, Prof-school,19,15, Married-civ-spouse, Prof-specialty, Male,99999,0,40, USA, High
19, Private, Few Years College,14,10, Never-married, Adm-clerical, Male,0,0,25, USA, Low
25, Local-gov, Bachelors,17,13, Never-married, Craft-repair, Male,0,0,25, USA, Low
56, Private, Few Years College,14,10, Married-civ-spouse, Sales, Male,0,1848,50, USA, High
42, Private, Masters,18,14, Never-married, Prof-specialty, Female,8614,0,50, USA, High
58, Private, Bachelors,17,13, Divorced, Exec-managerial, Female,0,0,35, USA, Low
24, Private, Bachelors,17,13, Never-married, Tech-support, Male,0,0,40, USA, Low
41, Private, Assoc-voc,15,11, Married-civ-spouse, Tech-support, Female,0,0,38, USA, High
40, Private, 10th,10,6, Married-civ-spouse, Exec-managerial, Male,0,0,40, USA, High
37, Private, HS-grad,13,9, Married-civ-spouse, Other-service, Male,0,0,45, ?, Low
25, Private, Assoc-acdm,16,12, Divorced, Adm-clerical, Female,0,0,40, USA, Low
43, Self-emp-inc, Bachelors,17,13, Married-civ-spouse, Sales, Female,0,0,40, Philippines, High
36, Private, HS-grad,13,9, Never-married, Craft-repair, Male,0,0,40, USA, Low
41, Private, HS-grad,13,9, Married-civ-spouse, Machine-op-inspct, Male,0,0,40, USA, Low
31, Private, Bachelors,17,13, Never-married, Prof-specialty, Female,0,0,40, USA, Low
22, Private, HS-grad,13,9, Never-married, Exec-managerial, Female,0,0,40, USA, Low
36, Private, Assoc-voc,15,11, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, Low
42, Private, 10th,10,6, Married-civ-spouse, Machine-op-inspct, Male,0,0,40, USA, Low
29, Private, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,0,0,60, USA, Low
25, Private, HS-grad,13,9, Never-married, Adm-clerical, Female,0,0,46, USA, Low
23, Private, Bachelors,17,13, Never-married, Exec-managerial, Male,0,0,40, USA, Low
34, Private, HS-grad,13,9, Separated, Sales, Female,0,0,20, USA, Low
27, Private, HS-grad,13,9, Married-civ-spouse, Adm-clerical, Male,2580,0,45, USA, Low
32, Private, Bachelors,17,13, Married-civ-spouse, Sales, Male,15024,0,50, USA, High
33, Private, Few Years College,14,10, Married-spouse-absent, Prof-specialty, Male,0,0,40, USA, Low
38, Private, Bachelors,17,13, Divorced, Exec-managerial, Female,0,0,55, USA, Low
21, Private, Few Years College,14,10, Never-married, Machine-op-inspct, Male,0,0,30, ?, Low
39, Private, Assoc-voc,15,11, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, Low
50, Private, Bachelors,17,13, Married-civ-spouse, Exec-managerial, Male,0,0,40, USA, High
32, Private, Few Years College,14,10, Never-married, Adm-clerical, Male,0,0,30, USA, Low
40, Federal-gov, HS-grad,13,9, Married-civ-spouse, Exec-managerial, Male,0,0,40, USA, High
58, Federal-gov, Few Years College,14,10, Married-civ-spouse, Exec-managerial, Male,15024,0,40, USA, High
20, Private, HS-grad,13,9, Never-married, Adm-clerical, Female,0,0,20, USA, Low
63, ?, HS-grad,13,9, Divorced, ?, Female,0,2205,40, USA, Low
56, Private, Bachelors,17,13, Married-civ-spouse, Adm-clerical, Male,0,0,50, USA, Low
30, Local-gov, Bachelors,17,13, Married-civ-spouse, Protective-serv, Male,0,0,40, USA, Low
39, Private, Few Years College,14,10, Divorced, Exec-managerial, Female,0,0,39, USA, Low
25, Private, Assoc-acdm,16,12, Never-married, Prof-specialty, Male,0,0,50, USA, High
33, Private, HS-grad,13,9, Married-civ-spouse, Machine-op-inspct, Male,0,0,40, USA, High
41, State-gov, Bachelors,17,13, Never-married, Prof-specialty, Male,0,0,40, USA, Low
50, Private, Few Years College,14,10, Divorced, Craft-repair, Male,0,0,40, USA, Low
44, Private, Few Years College,14,10, Married-civ-spouse, Transport-moving, Male,0,0,40, USA, Low
27, Private, Bachelors,17,13, Never-married, Exec-managerial, Male,0,0,40, USA, Low
27, Private, Bachelors,17,13, Never-married, Prof-specialty, Male,13550,0,40, USA, High
58, Private, 5th-6th,7,3, Married-civ-spouse, Machine-op-inspct, Male,0,0,40, Italy, Low
25, Private, Few Years College,14,10, Never-married, Tech-support, Male,0,0,15, Mexico, Low
31, Private, HS-grad,13,9, Married-civ-spouse, Machine-op-inspct, Female,0,0,40, USA, Low
39, Private, HS-grad,13,9, Married-civ-spouse, Exec-managerial, Male,0,0,50, USA, High
55, Private, Assoc-voc,15,11, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, High
22, Private, Assoc-voc,15,11, Never-married, Other-service, Female,0,0,12, USA, Low
44, Private, Assoc-acdm,16,12, Separated, Exec-managerial, Male,0,0,40, USA, Low
41, ?, Assoc-voc,15,11, Married-civ-spouse, ?, Female,0,1628,5, ?, Low
44, Private, 12th,12,8, Divorced, Transport-moving, Female,0,0,40, USA, Low
61, Private, 7th-8th,8,4, Married-civ-spouse, Farming-fishing, Male,0,0,54, USA, Low
32, Private, Assoc-voc,15,11, Married-civ-spouse, Machine-op-inspct, Male,0,0,40, USA, Low
35, Private, Bachelors,17,13, Married-civ-spouse, Exec-managerial, Male,0,0,45, USA, High
28, Private, Few Years College,14,10, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, Low
57, Private, Bachelors,17,13, Married-civ-spouse, Exec-managerial, Male,0,0,40, Philippines, High
32, Private, Doctorate,20,16, Married-civ-spouse, Prof-specialty, Male,0,0,65, USA, High
46, State-gov, 7th-8th,8,4, Never-married, Other-service, Female,0,0,40, USA, Low
26, Self-emp-not-inc, HS-grad,13,9, Married-civ-spouse, Other-service, Female,0,1579,20, USA, Low
43, Self-emp-inc, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, Low
62, Local-gov, HS-grad,13,9, Divorced, Other-service, Female,0,0,35, USA, Low
60, State-gov, Masters,18,14, Married-civ-spouse, Prof-specialty, Male,0,0,38, China, High
67, Private, HS-grad,13,9, Divorced, Sales, Female,0,0,20, USA, Low
19, Private, HS-grad,13,9, Never-married, Sales, Female,0,0,30, USA, Low
55, ?, HS-grad,13,9, Never-married, ?, Female,0,0,40, USA, Low
48, Private, 10th,10,6, Married-civ-spouse, Craft-repair, Male,0,0,65, USA, High
19, State-gov, HS-grad,13,9, Never-married, Adm-clerical, Female,0,0,20, USA, Low
19, Private, Few Years College,14,10, Never-married, Other-service, Female,0,0,30, USA, Low
43, Private, HS-grad,13,9, Divorced, Exec-managerial, Female,0,0,40, USA, Low
31, Private, Doctorate,20,16, Married-civ-spouse, Prof-specialty, Female,0,0,90, USA, Low
65, Private, Few Years College,14,10, Married-civ-spouse, Exec-managerial, Female,0,0,45, USA, Low
32, Private, HS-grad,13,9, Never-married, Machine-op-inspct, Female,0,0,40, USA, Low
36, State-gov, Masters,18,14, Married-civ-spouse, Prof-specialty, Male,0,0,40, USA, High
41, Private, HS-grad,13,9, Married-civ-spouse, Machine-op-inspct, Male,0,0,40, Mexico, Low
33, Local-gov, Few Years College,14,10, Married-civ-spouse, Protective-serv, Male,3908,0,40, USA, Low
72, ?, 10th,10,6, Divorced, ?, Male,0,0,12, USA, Low
34, Private, Bachelors,17,13, Married-civ-spouse, Sales, Male,0,1977,50, USA, High
27, Private, Few Years College,14,10, Never-married, Craft-repair, Male,0,0,45, USA, Low
75, Self-emp-inc, 11th,11,7, Never-married, Exec-managerial, Male,0,0,50, USA, Low
39, ?, 10th,10,6, Widowed, ?, Female,0,0,15, USA, Low
51, Private, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,0,1887,40, USA, High
47, Private, HS-grad,13,9, Married-civ-spouse, Farming-fishing, Male,0,0,40, USA, Low
31, Private, Few Years College,14,10, Never-married, Prof-specialty, Male,0,0,40, USA, Low
40, Private, Masters,18,14, Never-married, Exec-managerial, Female,0,0,40, USA, High
48, Private, HS-grad,13,9, Divorced, Sales, Female,0,0,30, USA, Low
36, Local-gov, Bachelors,17,13, Never-married, Protective-serv, Male,0,0,40, USA, Low
18, Private, HS-grad,13,9, Never-married, Other-service, Male,0,0,20, USA, Low
33, Private, HS-grad,13,9, Never-married, Exec-managerial, Female,0,0,40, USA, Low
34, Private, Masters,18,14, Married-civ-spouse, Sales, Male,0,0,40, USA, Low
51, Private, Few Years College,14,10, Married-civ-spouse, Craft-repair, Male,3103,0,48, USA, High
39, State-gov, Assoc-acdm,16,12, Divorced, Prof-specialty, Female,0,0,40, USA, Low
20, Private, HS-grad,13,9, Never-married, Other-service, Male,0,0,35, USA, Low
67, Local-gov, Few Years College,14,10, Divorced, Adm-clerical, Female,0,0,20, USA, Low
42, Private, Assoc-voc,15,11, Never-married, Adm-clerical, Female,0,0,60, USA, Low
59, Private, 11th,11,7, Married-civ-spouse, Machine-op-inspct, Male,0,0,40, USA, Low
31, Local-gov, HS-grad,13,9, Never-married, Protective-serv, Male,0,0,40, USA, Low
19, Private, Few Years College,14,10, Never-married, Other-service, Female,2036,0,30, USA, Low
47, Private, Few Years College,14,10, Divorced, Exec-managerial, Female,0,0,48, USA, Low
68, Private, 7th-8th,8,4, Married-civ-spouse, Other-service, Male,0,0,30, USA, Low
30, Private, Few Years College,14,10, Married-civ-spouse, Handlers-cleaners, Male,0,0,40, USA, Low
34, Private, HS-grad,13,9, Never-married, Handlers-cleaners, Male,0,0,60, USA, Low
49, Private, 7th-8th,8,4, Married-civ-spouse, Machine-op-inspct, Male,0,0,40, USA, Low
38, Private, Few Years College,14,10, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, High
60, Private, Few Years College,14,10, Married-civ-spouse, Sales, Male,7298,0,40, USA, High
51, Private, Few Years College,14,10, Married-civ-spouse, Sales, Male,0,0,40, ?, High
24, Private, Bachelors,17,13, Never-married, Adm-clerical, Male,0,0,40, USA, Low
18, Private, Few Years College,14,10, Never-married, Handlers-cleaners, Female,0,1602,35, USA, Low
24, Private, Bachelors,17,13, Never-married, Exec-managerial, Female,0,0,40, USA, Low
21, Private, 5th-6th,7,3, Married-civ-spouse, Other-service, Male,0,0,40, Mexico, Low
48, Local-gov, HS-grad,13,9, Married-civ-spouse, Tech-support, Female,0,1848,40, USA, High
52, Local-gov, 9th,9,5, Married-civ-spouse, Other-service, Female,0,0,40, USA, Low
48, Private, HS-grad,13,9, Divorced, Handlers-cleaners, Male,0,0,40, USA, Low
40, Federal-gov, Bachelors,17,13, Married-civ-spouse, Prof-specialty, Male,7688,0,66, USA, High
29, ?, 11th,11,7, Divorced, ?, Female,3418,0,48, USA, Low
20, Private, Few Years College,14,10, Never-married, Tech-support, Female,0,0,20, USA, Low
31, Private, HS-grad,13,9, Divorced, Sales, Female,0,0,25, USA, Low
30, Private, Few Years College,14,10, Married-civ-spouse, Exec-managerial, Male,0,0,50, USA, Low
30, Private, HS-grad,13,9, Never-married, Craft-repair, Male,0,0,40, ?, Low
51, Private, HS-grad,13,9, Never-married, Handlers-cleaners, Female,0,0,40, USA, Low
29, Private, Assoc-voc,15,11, Divorced, Exec-managerial, Female,0,0,40, USA, Low
56, Self-emp-not-inc, Masters,18,14, Never-married, Sales, Male,0,0,16, USA, Low
46, Private, Bachelors,17,13, Separated, Tech-support, Female,0,0,40, USA, Low
41, Private, Few Years College,14,10, Separated, Prof-specialty, Female,0,3900,40, USA, Low
29, Private, 5th-6th,7,3, Never-married, Other-service, Female,0,0,40, El-Salvador, Low
48, Self-emp-not-inc, HS-grad,13,9, Married-civ-spouse, Exec-managerial, Male,0,0,30, South, Low
34, Self-emp-inc, HS-grad,13,9, Divorced, Sales, Female,0,0,50, USA, Low
42, Self-emp-not-inc, Assoc-voc,15,11, Married-civ-spouse, Exec-managerial, Male,0,0,50, USA, Low
25, Private, HS-grad,13,9, Never-married, Other-service, Female,0,0,30, Columbia, Low
47, Private, 11th,11,7, Divorced, Other-service, Female,0,0,40, USA, Low
23, Private, HS-grad,13,9, Never-married, Sales, Male,0,0,40, USA, Low
43, Local-gov, Assoc-voc,15,11, Married-civ-spouse, Transport-moving, Male,0,0,22, USA, Low
19, Local-gov, Few Years College,14,10, Never-married, Other-service, Female,0,0,35, USA, Low
22, Private, HS-grad,13,9, Never-married, Handlers-cleaners, Male,0,0,40, USA, Low
40, Local-gov, Bachelors,17,13, Divorced, Prof-specialty, Female,0,0,70, USA, Low
41, Self-emp-not-inc, Assoc-voc,15,11, Married-civ-spouse, Craft-repair, Male,0,0,40, Yugoslavia, Low
71, Self-emp-inc, Bachelors,17,13, Married-civ-spouse, Exec-managerial, Male,0,2392,60, USA, High
42, Private, HS-grad,13,9, Married-civ-spouse, Adm-clerical, Male,0,0,45, USA, Low
31, State-gov, Bachelors,17,13, Never-married, Adm-clerical, Male,0,0,47, USA, Low
69, ?, Few Years College,14,10, Married-civ-spouse, ?, Male,0,0,32, USA, Low
58, Self-emp-not-inc, HS-grad,13,9, Married-civ-spouse, Farming-fishing, Male,0,0,70, USA, Low
36, Private, 11th,11,7, Widowed, Other-service, Female,0,0,12, USA, Low
31, Private, HS-grad,13,9, Married-civ-spouse, Transport-moving, Male,0,0,65, USA, Low
20, ?, Few Years College,14,10, Never-married, ?, Female,594,0,35, USA, Low
41, Private, HS-grad,13,9, Never-married, Adm-clerical, Female,0,0,40, USA, Low
35, Private, Few Years College,14,10, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, Low
62, ?, 7th-8th,8,4, Married-civ-spouse, ?, Male,0,0,40, USA, Low
28, Private, Bachelors,17,13, Never-married, Prof-specialty, Female,0,0,15, USA, Low
27, Private, 12th,12,8, Married-civ-spouse, Farming-fishing, Male,0,0,55, USA, Low
17, Private, 11th,11,7, Never-married, Handlers-cleaners, Male,0,0,40, Canada, Low
35, Self-emp-not-inc, HS-grad,13,9, Divorced, Sales, Male,0,0,50, USA, High
45, Self-emp-not-inc, Few Years College,14,10, Married-civ-spouse, Other-service, Female,0,0,99, USA, Low
44, Private, Bachelors,17,13, Divorced, Adm-clerical, Female,0,0,40, USA, Low
27, Private, Assoc-voc,15,11, Never-married, Other-service, Female,0,0,40, Philippines, Low
51, Private, 9th,9,5, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, Low
49, Private, HS-grad,13,9, Widowed, Other-service, Female,0,0,45, USA, Low
64, Self-emp-not-inc, 10th,10,6, Married-civ-spouse, Prof-specialty, Male,0,0,10, USA, High
54, Self-emp-not-inc, 7th-8th,8,4, Divorced, Transport-moving, Male,0,0,45, Cuba, Low
43, Private, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,0,0,40, Mexico, Low
32, Private, HS-grad,13,9, Divorced, Craft-repair, Male,0,0,35, USA, Low
36, Private, Assoc-acdm,16,12, Never-married, Sales, Male,10520,0,43, USA, High
26, Self-emp-not-inc, HS-grad,13,9, Never-married, Sales, Male,0,0,50, USA, High
37, Private, Bachelors,17,13, Married-civ-spouse, Exec-managerial, Male,0,0,50, USA, High
38, Private, Assoc-acdm,16,12, Divorced, Adm-clerical, Female,0,0,40, USA, Low
26, Private, 12th,12,8, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, Low
50, Private, Bachelors,17,13, Married-civ-spouse, Craft-repair, Male,0,1887,50, USA, High
47, Private, Few Years College,14,10, Married-civ-spouse, Craft-repair, Male,7298,0,40, USA, High
42, Private, HS-grad,13,9, Divorced, Machine-op-inspct, Female,0,0,40, USA, Low
66, Local-gov, HS-grad,13,9, Widowed, Transport-moving, Female,0,0,40, USA, Low
43, Private, HS-grad,13,9, Separated, Adm-clerical, Female,0,0,32, USA, Low
37, Private, Bachelors,17,13, Married-civ-spouse, Prof-specialty, Male,0,0,45, USA, High
37, Private, 10th,10,6, Divorced, Exec-managerial, Female,0,0,35, USA, Low
25, Private, Few Years College,14,10, Never-married, Tech-support, Female,0,0,40, USA, Low
29, Private, Bachelors,17,13, Married-civ-spouse, Craft-repair, Male,0,0,50, USA, High
63, ?, HS-grad,13,9, Married-civ-spouse, ?, Male,0,0,40, USA, High
50, Self-emp-not-inc, Assoc-acdm,16,12, Married-civ-spouse, Machine-op-inspct, Male,3103,0,40, USA, High
42, State-gov, Masters,18,14, Never-married, Prof-specialty, Male,0,0,70, USA, Low
32, Private, HS-grad,13,9, Never-married, Craft-repair, Male,0,0,40, USA, Low
42, State-gov, Few Years College,14,10, Married-civ-spouse, Protective-serv, Male,0,0,40, USA, High
41, Self-emp-not-inc, HS-grad,13,9, Married-civ-spouse, Exec-managerial, Male,0,0,50, USA, Low
25, Private, Bachelors,17,13, Never-married, Sales, Male,3325,0,40, USA, Low
65, Self-emp-inc, HS-grad,13,9, Married-civ-spouse, Sales, Male,0,0,50, USA, Low
32, Private, Few Years College,14,10, Married-civ-spouse, Machine-op-inspct, Male,0,0,50, USA, Low
32, Private, HS-grad,13,9, Never-married, Craft-repair, Male,0,0,10, USA, Low
24, Private, Few Years College,14,10, Married-civ-spouse, Craft-repair, Male,0,0,60, USA, Low
51, Federal-gov, HS-grad,13,9, Divorced, Exec-managerial, Female,0,0,40, USA, Low
67, ?, 10th,10,6, Never-married, ?, Female,0,0,35, USA, Low
28, Private, 11th,11,7, Married-spouse-absent, Other-service, Female,0,0,35, USA, Low
32, Self-emp-inc, Few Years College,14,10, Married-civ-spouse, Exec-managerial, Male,0,0,55, USA, High
77, Private, Prof-school,19,15, Married-civ-spouse, Exec-managerial, Male,0,0,40, USA, Low
47, Private, HS-grad,13,9, Divorced, Adm-clerical, Female,0,0,20, USA, Low
26, Private, HS-grad,13,9, Never-married, Handlers-cleaners, Male,0,0,40, USA, Low
20, Private, Few Years College,14,10, Never-married, Handlers-cleaners, Male,0,0,20, USA, Low
57, State-gov, Few Years College,14,10, Married-civ-spouse, Prof-specialty, Male,0,0,35, USA, High
